company_name,market_cap,np_qtr,roce,debt_equity,eps_12m,promoter_holding,cmp_pcf,roe,pat_12m,opm,sales_growth_3y,profit_growth_3y,fii_holding,dii_holding,cap_category,sector,industry
Jyothy Labs,195.61,7175.92,67.52,28.66,0.03,9.07,62.89,20.66,21.7,322.31,15.28,5.86,13.69,12.35,Micro Cap,Healthcare,Healthcare
Yash Highvoltage,857.55,2453.46,23.72,28.66,0.2,13.08,57.94,-94.16,23.47,38.91,24.1,37.55,50.48,0.05,Micro Cap,Capital Goods,Capital Goods
India Home,216.95,633.31,5.72,28.63,0.0,5.27,55.99,-10.9,15.98,15.38,75.89,23.02,71.3,0.0,Micro Cap,Realty,Realty
Kothari Petroche,124.13,730.46,17.8,28.6,0.01,12.32,72.22,24.06,21.43,72.68,16.43,7.04,24.1,0.01,Micro Cap,Chemicals,Chemicals
SP Refractories,115.7,20.71,1.33,28.59,0.07,19.73,88.42,31.4,24.59,3.53,18.78,1.1,78.58,0.0,Micro Cap,Metals and Mining,Metals and Mining
SJS Enterprises,2207.2,7065.66,48.87,28.58,0.03,53.35,51.16,61.08,21.88,169.79,26.38,30.17,37.52,15.68,Small Cap,Information Technology,Information Technology
Srinibas Pradhan,124.5,97.87,4.1,28.57,0.37,10.44,62.1,-13.98,28.8,8.21,16.59,50.72,76.63,0.0,Micro Cap,Capital Goods,Capital Goods
Alphalogic Indu,146.5,149.27,2.81,28.55,0.04,5.29,73.81,114.07,21.3,5.39,12.71,35.78,35.01,0.0,Micro Cap,Capital Goods,Capital Goods
Sunrest Lifescie,35.05,30.08,0.57,28.55,0.85,4.8,53.5,0.0,22.43,4.12,14.41,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
Mayasheel Vent.,38.95,85.89,3.28,28.54,0.69,5.14,67.8,22.19,34.71,16.07,14.47,17.77,50.12,3.92,Micro Cap,Financial Services,Financial Services
Monarch Surve.,225.15,318.73,24.25,28.52,0.05,26.3,72.35,-42.72,21.81,37.23,29.68,33.8,63.17,0.37,Micro Cap,Services,Services
Jet Freight,21.72,100.69,3.08,28.51,0.97,1.47,50.92,59.87,20.58,6.8,3.73,2.15,383.93,0.03,Micro Cap,Services,Services
Sharvaya Metals,104.8,105.11,2.28,28.47,0.16,11.64,61.3,-8.56,23.32,11.67,7.95,48.52,81.56,1.86,Micro Cap,Capital Goods,Capital Goods
Hind. Unilever,2151.3,505898.52,2994.0,28.42,0.03,84.01,61.9,44.21,31.03,15227.23,23.33,2.1,14.41,10.1,Small Cap,Power,Power
Sayaji Hot. Pune,807.9,246.1,3.63,28.4,0.0,83.89,74.94,42.84,21.2,18.4,34.54,7.39,12.0,0.0,Micro Cap,Consumer Services,Consumer Services
Iware Supplych.,351.0,378.13,8.63,28.38,1.26,14.05,74.09,-22.24,41.89,15.06,11.29,80.86,229.76,0.0,Micro Cap,Information Technology,Information Technology
Rubicon Research,1419.5,23480.22,76.79,28.35,0.24,14.95,59.86,2169.4,26.97,246.74,22.82,64.57,155.01,7.54,Small Cap,Healthcare,Healthcare
Trent,3258.3,173686.37,413.1,28.34,0.37,32.25,37.01,194.07,27.74,1726.25,18.66,34.55,70.71,15.59,Small Cap,Consumer Services,Consumer Services
Luxury Time,70.0,57.78,3.05,28.3,0.0,8.81,60.55,30.22,21.46,5.62,12.85,8.25,49.06,0.19,Micro Cap,Consumer Durables,Consumer Durables
Dr Lal Pathlabs,1847.0,27603.4,132.2,28.29,0.06,30.13,53.21,58.03,22.54,527.51,28.32,11.06,30.33,17.18,Small Cap,Healthcare,Healthcare
Kamika Industri,125.0,774.97,7.92,28.28,0.74,4.3,73.39,208.71,32.12,26.68,15.57,21.88,48.3,0.0,Micro Cap,Capital Goods,Capital Goods
D-Link India,518.5,1841.29,27.61,28.27,0.03,29.31,51.02,24.8,21.21,104.05,8.42,9.87,7.33,1.26,Micro Cap,Chemicals,Chemicals
Bajaj Auto,9630.0,269183.76,3492.21,28.24,0.58,384.41,55.01,147.92,29.15,10787.47,20.82,19.94,21.12,8.82,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Osobel Foods,183.45,174.29,14.18,28.21,0.26,25.63,68.65,134.4,24.89,24.35,10.53,5.07,-14.64,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
RRM Infracon,275.05,292.46,18.36,28.2,0.76,44.82,62.5,-4.18,27.57,45.26,14.95,80.87,173.63,0.23,Micro Cap,Construction,Construction
VST Industries,260.5,4430.82,116.69,28.18,0.0,17.21,32.16,26.2,21.11,292.26,30.72,4.25,-3.67,1.34,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Infolion Resea.,171.1,166.08,5.34,28.13,0.0,12.9,51.55,19.49,20.68,12.52,14.27,43.81,45.2,1.03,Micro Cap,Information Technology,Information Technology
RR Kabel,2502.3,28272.28,157.95,28.1,0.13,43.52,61.85,296.08,21.33,504.11,8.08,20.19,39.13,9.1,Small Cap,Capital Goods,Capital Goods
Technoknowgreen,144.0,106.31,6.77,28.1,0.19,13.19,65.58,-14.5,24.18,9.74,36.45,178.99,131.02,0.0,Micro Cap,Utilities,Utilities
Sudeep Pharma,821.1,9274.78,48.54,28.07,0.17,15.31,78.15,-551.03,25.16,172.89,34.55,14.42,40.47,1.55,Micro Cap,Healthcare,Healthcare
Guj Pipavav Port,152.0,7343.99,142.2,28.05,0.02,10.66,44.01,22.32,21.19,500.6,61.13,8.1,13.63,22.14,Micro Cap,Services,Services
Neochem Bio,98.8,169.16,6.86,28.05,0.23,7.03,65.72,-74.54,25.27,12.46,17.94,31.95,121.92,0.18,Micro Cap,Healthcare,Healthcare
Inclamart Inter.,1927.3,11597.91,50.2,28.04,0.01,79.0,49.12,18.81,20.7,474.63,30.29,15.77,18.78,19.17,Small Cap,Consumer Services,Consumer Services
Seshassai Tech.,312.05,5049.15,82.56,27.98,0.05,15.06,81.8,69.36,23.57,243.74,26.52,7.91,31.62,0.33,Micro Cap,Information Technology,Information Technology
Utkal Speciality,43.95,85.85,0.0,27.98,0.8,4.67,0.0,535.64,42.29,6.68,19.05,0.0,0.0,0.0,Micro Cap,Chemicals,Chemicals
Advait Energy,2258.9,2470.83,19.08,27.91,0.34,47.28,66.6,-70.17,21.53,51.72,11.73,89.99,82.99,0.21,Small Cap,Power,Power
Schaeffler India,4092.2,64022.64,319.71,27.9,0.01,80.01,74.13,135.77,20.8,1250.55,18.94,11.01,11.33,4.25,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Sacheerome,314.85,704.41,13.5,35.72,0.0,12.71,71.54,-641.15,27.03,28.44,24.12,29.3,68.07,0.19,Micro Cap,Chemicals,Chemicals
Sedemac Mechatro,2716.8,11936.46,32.08,35.69,0.16,23.45,26.24,-755.87,27.53,103.58,20.5,35.76,129.4,2.52,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Dam Capital Advi,148.22,1053.33,0.26,35.64,0.01,10.26,40.0,-6.48,24.61,72.51,50.87,40.77,104.33,2.19,Micro Cap,Financial Services,Financial Services
Integrity Infra.,157.0,67.51,4.5,35.61,0.62,16.05,72.09,-13.09,41.44,6.9,8.95,56.81,187.62,0.0,Micro Cap,Construction,Construction
Dhara Rail Pro.,158.0,238.32,8.38,35.5,0.18,10.24,74.56,-49.57,35.68,15.44,35.13,28.73,163.91,1.13,Micro Cap,Construction,Construction
Manorama Indust.,1587.1,9468.52,59.52,35.45,0.51,39.06,54.32,-368.77,40.32,233.22,27.08,57.01,98.7,2.89,Small Cap,Chemicals,Chemicals
Thyrocare Tech.,524.4,8344.21,48.7,35.38,0.09,10.24,60.92,55.54,28.4,160.8,31.75,16.33,35.8,5.37,Micro Cap,Information Technology,Information Technology
GSM Foils,228.9,322.58,6.28,35.36,0.6,14.08,66.54,-17.63,37.54,19.84,11.54,0.0,0.0,0.0,Micro Cap,Metals and Mining,Metals and Mining
Coal India,444.85,274148.97,10907.79,35.34,0.12,50.46,63.13,16.96,28.5,31094.29,24.49,6.8,-0.69,8.38,Micro Cap,Metals and Mining,Metals and Mining
KRM Ayurveda,257.0,546.41,11.9,35.31,0.0,9.46,69.15,-274.62,29.04,20.12,29.99,4.43,38.34,3.86,Micro Cap,Healthcare,Healthcare
Knack Packaging,0.0,2139.5,0.0,35.26,0.88,9.27,0.0,0.0,43.56,93.52,18.34,16.93,61.26,0.0,Micro Cap,Chemicals,Chemicals
Sika Interplant,1047.65,2217.54,7.83,35.24,0.0,17.19,71.72,103.34,26.08,36.44,21.38,52.12,62.2,3.21,Small Cap,Information Technology,Information Technology
Vigor Plast,99.1,102.59,2.84,35.21,0.16,8.81,70.05,-30.8,34.56,9.12,27.78,20.88,212.1,2.86,Micro Cap,Chemicals,Chemicals
Life Insurance,431.25,545531.06,23467.18,35.14,0.0,45.42,96.5,-146.06,37.82,57453.15,4.87,7.61,16.94,0.33,Micro Cap,Financial Services,Financial Services
Infinity Infoway,398.7,217.41,4.21,35.12,0.01,12.86,68.49,-115.62,25.71,7.01,41.56,66.28,95.37,0.03,Micro Cap,Information Technology,Information Technology
C P C L,1153.8,17176.72,1421.85,35.11,0.18,208.36,67.29,10.73,32.13,3102.7,7.48,-5.86,-4.22,12.59,Small Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Suzlon Energy,57.21,78046.43,1114.35,35.07,0.06,2.33,11.73,194.54,40.64,3163.39,18.06,40.99,164.98,23.85,Micro Cap,Power,Power
Prime Property,31.89,54.12,22.64,35.02,0.0,14.57,72.81,2.41,26.61,24.72,34.26,0.0,58.65,0.0,Micro Cap,Realty,Realty
East India Drums,102.0,150.7,1.05,34.98,2.56,3.26,94.68,14.44,54.31,4.81,6.49,0.0,134.78,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Fujiyama Power,307.75,9422.07,106.32,34.95,0.41,9.93,86.77,-49.18,36.42,304.13,18.47,58.74,131.95,1.93,Micro Cap,Power,Power
eClerx Services,1345.3,12665.72,189.65,34.81,0.15,75.09,54.52,21.62,29.02,706.21,25.54,15.85,13.68,11.82,Small Cap,Services,Services
GRE Renew,158.55,226.54,8.14,34.81,0.02,8.45,69.99,641.68,26.69,12.08,13.3,50.31,150.34,0.55,Micro Cap,Construction,Construction
Khazanchi Jewell,623.45,1542.84,25.59,34.79,0.35,36.13,74.51,-34.82,32.46,89.42,6.11,62.15,130.1,0.02,Micro Cap,Consumer Durables,Consumer Durables
Monolithisch Ind,774.4,1683.24,8.11,34.79,0.05,10.6,74.27,0.0,27.76,23.03,23.62,0.0,0.0,1.31,Micro Cap,Capital Goods,Capital Goods
Wealth First Por,988.1,1049.55,10.49,34.63,0.0,36.28,74.04,32.13,27.71,38.66,72.23,32.45,40.87,0.0,Micro Cap,Financial Services,Financial Services
Indo Thai Sec.,223.12,2892.42,26.18,34.58,0.09,12.08,56.51,-139.47,28.57,66.16,82.88,139.15,130.27,1.22,Micro Cap,Financial Services,Financial Services
Ajanta Pharma,3384.2,42313.98,266.7,34.51,0.06,84.52,66.24,76.58,27.14,1128.55,27.5,13.37,23.85,8.26,Small Cap,Healthcare,Healthcare
Greenleaf Envi.,80.95,48.0,4.34,34.47,0.28,12.19,56.37,-8.85,30.44,7.23,16.89,30.86,92.09,0.0,Micro Cap,Utilities,Utilities
Persistent Systems,4298.5,67823.54,529.26,34.43,0.06,118.23,30.29,58.43,27.3,1932.09,18.95,20.88,27.67,22.11,Small Cap,Information Technology,Information Technology
Bansal Roofing,124.75,164.46,3.49,34.35,0.07,8.0,73.28,93.39,27.98,10.54,10.25,18.28,36.22,0.15,Micro Cap,Construction,Construction
RFBL Flexi Pack,83.05,193.63,6.89,34.31,0.38,5.08,0.0,-90.0,37.06,8.25,8.8,46.96,130.92,0.12,Micro Cap,Chemicals,Chemicals
Goel Construct.,414.55,599.01,29.49,34.23,0.03,32.01,71.83,22.53,23.99,46.26,11.15,34.4,47.76,2.28,Micro Cap,Construction,Construction
Avience Biomedi.,394.25,216.25,0.0,34.18,0.98,17.61,0.0,0.0,49.58,7.16,25.65,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
Biopol Chemicals,95.8,103.52,6.04,34.12,0.17,8.3,65.81,-8.66,28.27,8.97,16.58,0.0,0.0,9.3,Micro Cap,Chemicals,Chemicals
Msafe Equipments,196.9,401.68,11.92,34.11,0.39,10.99,72.84,-71.9,36.26,22.42,39.49,56.54,83.98,3.36,Micro Cap,Metals and Mining,Metals and Mining
Solex Energy,1101.7,1190.11,54.8,34.04,1.33,82.3,66.15,-35.28,44.13,88.61,10.95,112.77,219.77,0.13,Small Cap,Power,Power
Marushika Tech.,98.2,83.83,5.92,33.99,0.15,10.58,58.19,-19.53,28.91,9.03,13.75,46.55,185.02,6.17,Micro Cap,Information Technology,Information Technology
Indo SMC,394.65,901.98,20.93,33.91,0.3,14.17,60.25,-33.59,34.12,32.38,15.14,248.79,312.9,0.82,Micro Cap,Capital Goods,Capital Goods
Premium Capital,9.1,5.96,-0.09,33.77,0.0,0.03,24.25,-7.9,0.0,0.02,1.21,712.56,58.74,0.0,Micro Cap,Financial Services,Financial Services
PNGS Gargi FJ,803.5,841.28,5.14,33.76,0.08,29.92,68.28,298.12,26.01,31.42,26.53,73.37,88.51,0.02,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Macfos,1141.1,1182.01,9.85,33.76,0.37,24.76,69.12,-93.81,30.85,25.65,11.7,56.75,51.27,0.2,Small Cap,Consumer Services,Consumer Services
Teja Engineering,0.0,141.18,0.0,33.75,1.01,8.52,0.0,0.0,41.32,4.01,12.4,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
Virtual Galaxy,140.0,348.16,14.49,33.74,0.22,18.53,65.0,-16.49,29.58,46.09,46.25,46.38,194.74,1.12,Micro Cap,Information Technology,Information Technology
Axtel Industries,441.55,713.31,11.16,33.69,0.0,19.29,49.95,22.53,25.21,31.16,18.18,7.5,23.13,0.41,Micro Cap,Capital Goods,Capital Goods
JD Cables,229.5,517.55,19.8,33.63,0.39,14.07,70.0,-11.84,36.01,31.72,13.03,107.41,362.8,0.59,Micro Cap,Capital Goods,Capital Goods
KSE,187.5,600.0,-3.73,33.56,0.07,26.26,22.94,12.01,26.01,84.04,6.51,1.44,191.76,0.08,Micro Cap,Agriculture,Agriculture
Acetech E-Commerce,120.0,196.6,4.52,33.55,0.0,6.27,64.39,0.0,24.82,10.28,16.92,16.47,89.11,0.0,Micro Cap,Information Technology,Information Technology
Afcom Holdings,1231.55,3534.38,44.66,33.49,0.88,46.76,36.89,-451.03,36.01,121.9,40.05,90.66,109.49,1.02,Small Cap,Services,Services
Shanti Gold,222.66,1604.64,51.93,33.49,0.36,19.44,74.89,-15.58,37.34,140.15,9.86,43.76,92.23,2.18,Micro Cap,Consumer Durables,Consumer Durables
Inox India,1868.8,16942.44,75.24,33.48,0.07,28.41,75.0,1291.05,26.13,260.15,21.61,18.0,19.34,7.13,Small Cap,Capital Goods,Capital Goods
Cupid,188.4,25334.8,36.26,33.46,0.13,0.81,46.03,-2886.53,27.3,108.26,38.43,34.96,51.17,1.01,Micro Cap,Healthcare,Healthcare
TD Power Systems,1233.0,19281.4,72.19,33.43,0.02,15.28,26.87,1296.06,24.72,238.77,17.76,28.62,35.58,26.69,Small Cap,Power,Power
Novus Loyalty,144.7,225.01,3.9,33.39,0.0,5.97,70.06,27.74,25.07,9.28,9.68,28.83,156.48,4.14,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Premier Energies,1029.3,46765.29,456.84,33.32,0.86,33.33,63.94,-102.58,42.35,1509.77,30.38,76.27,369.81,5.72,Small Cap,Power,Power
Corona Remedies,1968.8,12062.54,45.05,33.29,0.22,30.22,69.0,1371.81,29.53,199.58,20.95,16.65,33.13,2.25,Small Cap,Healthcare,Healthcare
Diksha Polymers,113.35,58.91,0.0,33.23,1.77,11.45,69.24,-22.35,63.78,4.12,14.59,66.34,335.15,0.0,Micro Cap,Capital Goods,Capital Goods
Manav Infra,34.75,45.73,3.61,33.22,0.47,3.06,68.84,-36.21,39.84,4.03,16.03,51.51,96.64,0.0,Micro Cap,Construction,Construction
Bagmane Prime REIT,102.93,34934.99,253.94,33.22,1.94,0.0,0.0,37.34,63.66,896.33,79.58,0.0,0.0,0.0,Micro Cap,Realty,Realty
Polycab India,9779.0,147262.76,785.61,33.2,0.02,177.48,61.5,121.67,23.05,2516.83,13.9,26.98,27.47,18.21,Small Cap,Capital Goods,Capital Goods
Pratik Panels,6.11,39.05,0.38,33.15,0.0,0.26,0.0,128.71,23.82,1.69,15.66,226.5,248.29,6.03,Micro Cap,Capital Goods,Capital Goods
Urban Enviro,123.75,107.17,5.79,33.15,0.72,17.18,51.19,-28.51,37.84,14.88,17.4,66.92,92.38,0.0,Micro Cap,Construction,Construction
Prec. Wires (I),400.95,7320.1,54.87,33.09,0.38,8.49,56.62,353.73,23.03,155.27,5.66,21.67,38.49,1.65,Micro Cap,Capital Goods,Capital Goods
Foseco Crucible (India),1419.8,795.09,-1.4,33.05,0.01,33.43,76.77,50.75,21.66,29.45,26.66,3.61,22.37,0.16,Small Cap,Chemicals,Chemicals
The Bombay Burmah,1546.3,10800.62,780.8,33.0,0.23,178.1,74.05,5.41,19.06,1207.87,17.56,5.53,31.41,9.48,Small Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Systango Tech,223.95,328.51,13.57,32.99,0.0,21.73,72.17,19.07,26.82,31.88,37.66,19.97,32.23,0.47,Micro Cap,Information Technology,Information Technology
B.A.G. Converge.,111.7,237.01,4.74,32.96,0.0,5.08,65.94,-40.07,21.73,10.77,42.26,20.36,29.23,0.0,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Saatvik Green,462.4,5867.46,60.42,32.92,0.69,28.11,75.99,-22.36,42.43,360.42,11.91,95.51,323.65,0.03,Micro Cap,Power,Power
Godfrey Phillips,2193.3,34207.67,521.46,32.84,0.04,97.84,72.58,289.77,26.62,1525.36,24.79,21.51,37.38,7.91,Small Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Cemindia Project,1252.8,21492.33,242.17,32.76,0.42,34.79,67.46,98.64,27.8,588.43,10.1,25.49,68.21,7.31,Small Cap,Construction,Construction
Borana Weaves,308.65,816.78,17.21,32.74,0.25,24.25,65.24,-16.19,35.02,64.64,23.55,42.11,58.28,2.63,Micro Cap,Textiles,Textiles
TAAL Tech,3145.2,970.96,17.16,32.73,0.0,182.01,50.8,32.66,25.13,56.43,30.05,7.45,22.58,2.28,Small Cap,Information Technology,Information Technology
Shubhshree Bio.,335.0,175.61,6.86,32.58,0.32,20.09,73.58,0.0,29.64,10.53,7.36,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
CRISIL,4076.3,29832.61,233.26,32.55,0.1,114.79,66.64,44.61,24.46,839.43,29.8,9.64,7.25,7.18,Small Cap,Financial Services,Financial Services
FlySBS Aviation,481.5,833.18,36.93,32.47,0.12,35.12,32.47,101.83,26.19,60.77,21.72,110.58,160.44,2.01,Micro Cap,Defence,Defence
Amba Auto Sales,81.9,150.07,7.95,32.46,2.14,10.39,0.0,-31.93,63.83,14.03,10.42,33.49,179.87,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Mahalaxmi Rubtec,110.12,115.99,5.43,32.4,0.13,20.55,64.8,8.14,27.33,21.78,26.55,17.26,25.99,0.09,Micro Cap,Chemicals,Chemicals
Steelcast,300.35,3047.72,23.18,32.39,0.0,8.58,45.0,50.51,24.1,86.86,26.98,-3.9,7.48,0.25,Micro Cap,Metals and Mining,Metals and Mining
S J Logistics (I),330.7,505.74,43.43,32.38,0.38,49.57,49.1,-11.99,29.13,75.81,18.35,63.77,109.37,0.23,Micro Cap,Services,Services
Rajvi Logitrade,19.25,12.18,1.44,32.35,0.79,4.54,59.46,-6.79,39.05,2.87,5.97,81.65,151.69,25.66,Micro Cap,Services,Services
Nanta Tech,650.0,333.47,5.98,32.27,0.09,15.93,57.36,-31.17,25.5,8.17,16.39,0.0,0.0,0.89,Micro Cap,Consumer Durables,Consumer Durables
Aditya AMC,1170.8,33904.51,187.11,32.24,0.02,33.76,74.82,48.4,25.16,977.18,59.87,11.0,17.9,5.75,Small Cap,Financial Services,Financial Services
LG Electronics,1566.9,106404.25,692.73,32.23,0.06,24.83,85.0,96.88,24.72,1685.09,9.79,7.82,7.39,2.73,Small Cap,Capital Goods,Capital Goods
Harmony Capital,93.19,113.01,0.35,32.18,0.0,0.9,59.37,1409.5,31.03,0.27,0.0,0.0,39.25,0.0,Micro Cap,Financial Services,Financial Services
Hoac Foods,700.0,303.83,2.33,32.12,0.07,10.14,62.08,-74.81,24.1,4.4,14.24,59.12,106.46,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Nisus Finance,210.85,503.47,46.15,32.0,0.97,29.46,73.98,-52.24,33.98,72.93,24.73,267.53,189.69,0.17,Micro Cap,Financial Services,Financial Services
C D S L,1297.9,27126.11,79.79,31.97,0.0,21.82,15.0,77.79,24.52,456.13,50.81,27.29,18.45,11.36,Small Cap,Financial Services,Financial Services
Hind.Aeronautics,4342.8,290409.01,4196.04,31.96,0.0,136.3,71.64,32.51,23.98,9115.6,29.53,7.11,16.09,10.21,Small Cap,Defence,Defence
Kalind,84.16,1025.83,15.0,31.95,0.05,2.23,13.96,-25.15,24.98,27.23,48.53,185.26,198.87,0.0,Micro Cap,Chemicals,Chemicals
Siddhika Coatins,218.0,134.7,5.06,31.93,0.0,15.96,63.09,25.28,23.98,9.62,21.93,19.45,40.21,0.0,Micro Cap,Chemicals,Chemicals
Praruh Tech,51.87,72.25,8.42,31.93,0.0,6.76,73.22,-37.23,28.16,9.41,13.37,53.47,63.32,0.0,Micro Cap,Information Technology,Information Technology
Aryaman Capital,400.2,479.32,4.32,31.88,0.0,23.2,74.28,20.61,29.96,27.79,53.67,8.15,165.2,0.0,Micro Cap,Financial Services,Financial Services
Pro FX,69.15,121.04,6.12,31.88,0.02,8.67,50.3,-50.28,24.09,15.17,11.46,22.65,33.68,0.0,Micro Cap,Financial Services,Financial Services
Neetu Yoshi,150.0,582.19,13.47,31.78,0.03,6.45,70.03,-29.72,27.52,25.02,31.14,82.31,290.55,0.07,Micro Cap,Capital Goods,Capital Goods
Apsis Aerocom,323.6,390.0,4.24,31.78,0.09,6.23,73.02,-3262.97,25.26,7.51,37.39,43.51,93.91,3.02,Micro Cap,Defence,Defence
Action Const.Eq.,985.15,11717.84,110.91,31.7,0.0,34.86,65.42,43.72,22.9,415.09,15.36,14.95,38.27,9.58,Micro Cap,Capital Goods,Capital Goods
APL Apollo Tubes,1787.5,49599.63,354.35,31.64,0.09,43.33,28.25,60.46,25.31,1203.08,7.81,12.6,23.25,37.52,Small Cap,Capital Goods,Capital Goods
Gandhi Spl. Tube,854.35,1038.51,9.36,31.62,0.0,56.25,73.53,25.63,23.74,69.06,43.58,4.62,15.79,1.23,Micro Cap,Chemicals,Chemicals
Bhagwati Auto,501.9,144.55,3.12,31.59,0.15,45.16,74.06,33.67,24.7,13.01,13.51,3.52,18.95,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Neptune Pet.,186.0,421.36,15.79,31.57,0.11,13.39,69.33,273.58,25.58,30.34,3.02,14.12,42.93,12.28,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Acutaas Chemical,3568.2,29235.84,134.28,31.56,0.02,43.51,32.66,-290.67,24.05,356.26,35.87,29.5,61.97,19.48,Small Cap,Chemicals,Chemicals
Quality Power El,1207.4,9319.05,50.55,31.53,0.07,15.67,73.91,1674.78,25.11,121.34,18.63,55.23,80.81,2.28,Small Cap,Power,Power
SSPDL Ltd,18.25,23.6,7.3,31.49,4.34,10.06,53.9,2.39,225.28,13.01,55.15,-13.35,45.6,0.0,Micro Cap,Realty,Realty
ADC India,2415.5,1111.13,3.51,31.44,0.0,41.15,72.02,57.15,24.17,18.93,10.31,11.87,32.33,0.12,Small Cap,Capital Goods,Capital Goods
Algoquant Fin,55.76,1559.7,15.88,31.43,0.25,1.16,73.68,48.06,27.69,32.74,22.1,159.59,136.18,1.22,Micro Cap,Financial Services,Financial Services
Covance Softsol,164.5,364.3,6.3,31.41,0.0,15.52,71.71,109.72,26.46,34.38,28.71,0.0,0.0,0.0,Micro Cap,Information Technology,Information Technology
Blue Water,359.95,395.94,9.19,31.4,1.33,22.92,69.55,-11.81,49.8,25.21,11.39,57.94,153.91,0.0,Micro Cap,Services,Services
Pajson Agro,180.0,428.57,10.57,31.35,0.25,10.41,62.47,-30.75,27.5,24.78,14.32,36.24,607.4,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Meghna Infracon,723.75,1572.25,1.77,31.33,0.82,2.48,47.01,-540.32,21.9,5.39,22.14,0.0,0.0,7.89,Micro Cap,Construction,Construction
Nila Spaces,12.66,498.27,9.4,31.32,0.46,0.72,61.9,-30.83,18.23,28.54,31.02,467.94,105.92,0.05,Micro Cap,Consumer Services,Consumer Services
Humming Bird Edu,17.65,10.81,-0.12,31.28,0.0,0.9,74.88,170.0,21.44,0.55,5.42,48.39,28.37,1.81,Micro Cap,Consumer Services,Consumer Services
Apar Inds.,15986.0,64234.36,253.44,31.12,0.18,243.21,57.77,475.59,20.23,1001.13,8.19,16.9,16.23,9.38,Mid Cap,Capital Goods,Capital Goods
Krishna Defence,1247.1,1862.35,12.3,31.07,0.01,25.53,59.96,148.42,23.71,38.1,21.53,56.93,93.0,0.61,Small Cap,Defence,Defence
Kalyani Cast-Tec,677.85,486.73,7.53,31.04,0.01,24.87,59.48,-963.26,24.42,17.86,15.01,33.34,30.43,0.01,Micro Cap,Capital Goods,Capital Goods
DDev Plastiks,268.86,2787.49,54.52,31.0,0.06,19.5,75.0,51.42,21.84,201.82,9.73,5.59,24.7,0.9,Micro Cap,Chemicals,Chemicals
Pidilite Inds.,1599.6,162925.77,584.15,30.97,0.04,24.06,69.32,78.16,23.89,2459.03,24.09,7.36,24.55,11.75,Small Cap,Chemicals,Chemicals
Umiya Mobile,51.5,73.23,5.41,30.97,0.13,6.46,73.8,-9.34,29.47,9.19,-3.97,35.87,270.98,0.0,Micro Cap,Consumer Services,Consumer Services
NBCC,104.35,28206.08,253.52,30.95,0.0,2.67,61.75,122.54,24.08,661.81,4.79,13.24,19.67,4.99,Micro Cap,Construction,Construction
SML Mahindra,4027.2,5847.72,54.2,30.92,0.56,110.39,58.97,152.4,35.42,159.75,9.81,15.93,100.43,0.77,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Banco Products,653.35,9349.6,147.43,30.91,0.36,33.68,67.88,39.14,31.18,465.73,17.48,18.66,25.31,4.06,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Esaar (India),12.28,25.11,25.01,30.86,1.19,5.45,10.05,1.26,35.39,11.14,60.06,28.38,35.48,0.0,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Modison,308.15,1001.66,36.0,30.86,0.64,22.35,52.16,-23.07,32.05,78.72,16.6,28.51,82.83,0.48,Micro Cap,Capital Goods,Capital Goods
Yaap Digital,171.8,359.62,19.0,30.86,0.29,8.82,59.02,-58.1,28.24,18.46,15.09,40.55,95.25,9.49,Micro Cap,Information Technology,Information Technology
Suratwwala Busi.,25.23,439.08,13.28,30.85,0.8,2.19,73.39,-28.16,43.78,37.9,37.01,31.92,21.54,0.0,Micro Cap,Realty,Realty
Premier Polyfilm,65.82,682.66,8.58,30.79,0.0,3.04,69.39,46.41,24.05,31.88,16.16,5.85,39.75,0.07,Micro Cap,Chemicals,Chemicals
